PopulationSize,Institution,TheoreticalIndex,CooperationIndex,CooperationIndexMin,CooperationIndexMax,CooperationIndexZeroProportion,CooperationIndexWithoutZeros,
12,[[0, 1], [1, 1]],0.06161330969353021,0.06663025065104167,0.0,1.0,0.812967115162037,0.3560854857329031,
12,[[0, 1], [1, 1]],0.06161330969353021,0.06675343352141204,0.0,1.0,0.8126771506076388,0.355748938154608,
12,[[0, 1], [1, 1]],0.06161330969353021,0.06835507523148149,0.0,1.0,0.8105811154513889,0.3602967717599944,
12,[[0, 1], [1, 1]],0.06161330969353021,0.06693044017650462,0.0,1.0,0.8125311414930556,0.35687162213475637,
12,[[1, 0], [0, 1]],0.816033606679371,0.6856359136284722,0.0,1.0,0.055064565248842595,0.7255886221925357,
12,[[1, 0], [0, 1]],0.816033606679371,0.686574390552662,0.0,1.0,0.05391054470486112,0.7256962400427772,
12,[[1, 0], [0, 1]],0.816033606679371,0.6860053233506944,0.0,1.0,0.05458751519097223,0.7256126626774767,
12,[[1, 0], [0, 1]],0.816033606679371,0.6879191666666666,0.0,1.0,0.05224212311921297,0.7258381729793272,
12,[[1, 0], [0, 1]],0.816033606679371,0.6867204253472222,0.0,1.0,0.05371739149305556,0.7257024103716908,
12,[[1, 0], [0, 1]],0.816033606679371,0.6868417169415508,0.0,1.0,0.05355145399305556,0.7257035287328791,
12,[[1, 0], [0, 1]],0.816033606679371,0.6871515451388889,0.0,1.0,0.053197708333333336,0.7257597900894578,
12,[[1, 1], [0, 0]],0.07095791170280075,0.0664499193431713,0.0,1.0,0.8067572894965276,0.34377000083016374,
12,[[1, 1], [0, 0]],0.07095791170280075,0.0661716579861111,0.0,1.0,0.807544009693287,0.3436726810028584,
12,[[1, 1], [0, 0]],0.07095791170280075,0.06581377712673611,0.0,1.0,0.8077515769675926,0.34222076325853523,
