Generation Number,AllD Count,pDisc Count,Disc Count,AllC Count,AllD Ratio,pDisc Ratio,Disc Ratio,AllC Ratio,
283800,50,0,0,0,1.0,0.0,0.0,0.0,,
284100,49,0,0,1,0.98,0.0,0.0,0.02,,
284400,50,0,0,0,1.0,0.0,0.0,0.0,,
284700,50,0,0,0,1.0,0.0,0.0,0.0,,
285000,50,0,0,0,1.0,0.0,0.0,0.0,,
285300,50,0,0,0,1.0,0.0,0.0,0.0,,
285600,50,0,0,0,1.0,0.0,0.0,0.0,,
285900,50,0,0,0,1.0,0.0,0.0,0.0,,
286200,50,0,0,0,1.0,0.0,0.0,0.0,,
286500,50,0,0,0,1.0,0.0,0.0,0.0,,
286800,50,0,0,0,1.0,0.0,0.0,0.0,,
287100,50,0,0,0,1.0,0.0,0.0,0.0,,
287400,50,0,0,0,1.0,0.0,0.0,0.0,,
287700,50,0,0,0,1.0,0.0,0.0,0.0,,
288000,50,0,0,0,1.0,0.0,0.0,0.0,,
288300,50,0,0,0,1.0,0.0,0.0,0.0,,
288600,50,0,0,0,1.0,0.0,0.0,0.0,,
288900,50,0,0,0,1.0,0.0,0.0,0.0,,
289200,50,0,0,0,1.0,0.0,0.0,0.0,,
289500,50,0,0,0,1.0,0.0,0.0,0.0,,
289800,50,0,0,0,1.0,0.0,0.0,0.0,,
290100,50,0,0,0,1.0,0.0,0.0,0.0,,
290400,50,0,0,0,1.0,0.0,0.0,0.0,,
290700,50,0,0,0,1.0,0.0,0.0,0.0,,
291000,50,0,0,0,1.0,0.0,0.0,0.0,,
291300,50,0,0,0,1.0,0.0,0.0,0.0,,
291600,50,0,0,0,1.0,0.0,0.0,0.0,,
291900,50,0,0,0,1.0,0.0,0.0,0.0,,
292200,50,0,0,0,1.0,0.0,0.0,0.0,,
292500,50,0,0,0,1.0,0.0,0.0,0.0,,
292800,50,0,0,0,1.0,0.0,0.0,0.0,,
293100,50,0,0,0,1.0,0.0,0.0,0.0,,
293400,50,0,0,0,1.0,0.0,0.0,0.0,,
293700,50,0,0,0,1.0,0.0,0.0,0.0,,
294000,50,0,0,0,1.0,0.0,0.0,0.0,,
294300,50,0,0,0,1.0,0.0,0.0,0.0,,
294600,50,0,0,0,1.0,0.0,0.0,0.0,,
294900,50,0,0,0,1.0,0.0,0.0,0.0,,
295200,50,0,0,0,1.0,0.0,0.0,0.0,,
295500,50,0,0,0,1.0,0.0,0.0,0.0,,
295800,50,0,0,0,1.0,0.0,0.0,0.0,,
296100,50,0,0,0,1.0,0.0,0.0,0.0,,
296400,50,0,0,0,1.0,0.0,0.0,0.0,,
296700,50,0,0,0,1.0,0.0,0.0,0.0,,
297000,50,0,0,0,1.0,0.0,0.0,0.0,,
297300,50,0,0,0,1.0,0.0,0.0,0.0,,
297600,50,0,0,0,1.0,0.0,0.0,0.0,,
297900,50,0,0,0,1.0,0.0,0.0,0.0,,
298200,50,0,0,0,1.0,0.0,0.0,0.0,,
298500,50,0,0,0,1.0,0.0,0.0,0.0,,
298800,50,0,0,0,1.0,0.0,0.0,0.0,,
299100,50,0,0,0,1.0,0.0,0.0,0.0,,
299400,50,0,0,0,1.0,0.0,0.0,0.0,,
299700,50,0,0,0,1.0,0.0,0.0,0.0,,
---,---,---,---,---,---,---,---,---,
50,0.0018999999999999735,0.0,0.725,0.9467933333333334,0.03570981080065105,
